Name,Genre
1080\xc2\xb0: TenEighty Snowboarding,Sports
Fire Emblem: Awakening,Role-Playing
NBA Live 2004,Sports
Rayman Raving Rabbids: TV Party,Misc
Pok\xc3\xa9mon Mystery Dungeon: Blue Rescue Team,Role-Playing
Just Dance 2015,Misc
Dark Souls,Role-Playing
Just Dance 3,Misc
Dragon Age: Inquisition,Role-Playing
Need for Speed: The Run,Action
Mortal Kombat vs. DC Universe,Fighting
Super Street Fighter II,Fighting
Dead Space,Action
TouchMaster,Puzzle
Skate 3,Sports
Tenchu: Stealth Assassins,Action
Tennis,Sports
Harry Potter and the Chamber of Secrets,Action
Kingdom Hearts 358/2 Days,Role-Playing
Need for Speed Rivals,Racing
SimCity,Simulation
Harry Potter and the Chamber of Secrets,Action
Spyro: Enter the Dragonfly,Platform
Devil May Cry 2,Action
E.T.: The Extra Terrestrial,Action
Hot Shots Golf: Open Tee,Sports
Soccer,Sports
Rad Racer,Racing
Resident Evil 6,Shooter
Forza Horizon,Racing
Tom Clancys Rainbow Six: Vegas,Shooter
Crash Nitro Kart,Racing
Grand Theft Auto: San Andreas,Action
Star Wars: Dark Forces,Shooter
NBA Street Vol. 2,Sports
Def Jam Vendetta,Fighting
Kirby Squeak Squad,Platform
Burnout Paradise,Racing
Who wants to be a millionaire,Misc
Mortal Kombat vs. DC Universe,Fighting
The Sims 3,Simulation
Alleyway,Puzzle
Scooby Doo and the Cyber Chase,Adventure
Destiny: The Taken King,Shooter
FIFA Soccer 09,Sports
Dragon Ball Z: Budokai 3,Fighting
LittleBigPlanet 3,Platform
Call of Duty: World at War,Shooter
Jet Moto 2,Racing
Tom Clancys Ghost Recon,Shooter
BioShock Infinite,Shooter
X-Men Legends,Role-Playing
Destiny,Shooter
Forza Motorsport 6,Racing
Mortal Kombat II,Fighting
Virtua Fighter 2,Fighting
Tetris DX,Puzzle
The Legend of Zelda: Oracle of Ages,Action
Red Faction,Shooter
The Sims: Makin Magic,Simulation
MX Unleashed,Racing
PaRappa The Rapper,Misc
Guitar Hero: World Tour,Misc
The Elder Scrolls V: Skyrim,Role-Playing
Diablo III,Role-Playing
Donkey Kong Country Returns,Platform
Need for Speed: Shift,Racing
Mario Party 3,Misc
Star Wars Rogue Leader: Rogue Squadron II,Simulation
Just Cause 3,Action
Diablo III,Role-Playing
Tomb Raider (2013),Action
Mario Super Sluggers,Sports
Monopoly,Misc
Madden NFL 09,Sports
Batman: Arkham Origins,Action
Game Party 2,Misc
Yu-Gi-Oh! Forbidden Memories,Role-Playing
Mortal Kombat: Deception,Fighting
Hot Shots Golf 2,Sports
Medal of Honor: European Assault (All Region sales),Shooter
Toy Story Mania!,Misc
WCW Nitro,Fighting
Ratchet & Clank Future: A Crack in Time,Platform
High School Musical: Sing It!,Misc
Star Fox Adventures,Adventure
Madden NFL 25,Sports
FIFA 2000,Sports
Dynasty Warriors 3,Action
LEGO Marvel Super Heroes,Action
The Legend of Zelda: The Wind Waker,Action
The Legend of Zelda: Oracle of Seasons,Adventure
Madden NFL 06,Sports
Shrek 2,Platform
The Legend of Dragoon,Role-Playing
Turok 2: Seeds of Evil,Platform
SingStar,Misc
Star Wars: The Force Unleashed,Action
NBA Live 2002,Sports
Chrono Cross,Role-Playing
Jak 3,Platform
Kingdom Hearts: Chain of Memories,Role-Playing
Pinball,Action
Max Payne 3,Shooter
Phineas and Fer,Action
Gran Turismo Concept 2001 Tokyo,Racing
NCAA Football 06,Sports
Kirby: Triple Deluxe,Platform
Ratchet & Clank (2016),Platform
"Hey You, Pikachu!",Simulation
Sonic Classic Collection,Platform
Rayman Raving Rabbids 2,Misc
2 Games in 1: Sonic Advance & ChuChu Rocket!,Misc
Jet Moto,Racing
GoldenEye 007 (2010),Action
Secret of Mana,Role-Playing
Air Combat,Simulation
inFAMOUS 2,Action
World of Warcraft: Mists of Pandaria,Role-Playing
Sonic & Knuckles,Platform
Namco Museum,Misc
Professor Layton and the Mask of Miracle,Puzzle
The Sims: Hot Date,Simulation
Demons Souls,Role-Playing
The Orange Box,Shooter
DDRMAX2: Dance Dance Revolution,Simulation
Crazy Taxi,Racing
Virtua Fighter 4,Fighting
Sly 2: Band of Thieves,Platform
Guitar Hero: World Tour,Misc
The Evil Within,Action
NBA 2K11,Action
Sonic Advance 2,Platform
Madden NFL 07,Sports
NFL GameDay 2000,Sports
Metroid Prime 3: Corruption,Shooter
Disney's The Lion King,Platform
The Elder Scrolls Online,Role-Playing
Midnight Club II,Racing
SpongeBob SquarePants: SuperSponge,Action
The Getaway: Black Monday,Action
Madden NFL 17,Sports
50 Cent: Bulletproof,Action
Kirby 64: The Crystal Shards,Platform
Final Fantasy II,Role-Playing
Dead or Alive 3,Fighting
LEGO Star Wars III: The Clone Wars,Action
Wii Party U,Misc
Dragon Quest Monsters: Joker,Role-Playing
High School Musical: Sing It!,Misc
Metroid II: Return of Samus,Adventure
WWF Attitude,Fighting
UFC 2009 Undisputed,Fighting
Call of Duty: Black Ops 3,Shooter
The SpongeBob SquarePants Movie,Platform
Golden Sun,Role-Playing
Kid Icarus,Platform
Sonic the Hedgehog 3,Platform
Def Jam: Fight for NY,Fighting
Tom Clancys Ghost Recon,Shooter
State of Emergency,Action
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,Action
Fire Emblem Fates,Role-Playing
The Urbz: Sims in the City,Simulation
Star Wars: Starfighter,Simulation
Madden NFL 2000,Sports
Star Wars: Battlefront,Shooter
Pro Evolution Soccer,Sports
Just Cause 2,Action
The Crew,Racing
Kingdom Hearts,Role-Playing
Watch Dogs,Action
Yoshi,Puzzle
Kirbys Adventure,Platform
Disney's Aladdin,Platform
FIFA Soccer 08,Sports
Crackdown,Shooter
Dance Dance Revolution X,Simulation
No Mans Sky,Action
The Order: 1886,Shooter
2 Games in 1: Disney Princess & The Lion King,Misc
Dark Souls III,Role-Playing
Star Wars Episode I: The Phantom Menace,Adventure
Xenosaga Episode I: Der Wille zur Macht,Role-Playing
Kinect Star Wars,Action
Dragons Dogma,Role-Playing
Dragon Quest VI: Realms of Revelation,Role-Playing
Knack,Platform
Cruisn USA,Racing
Madden NFL 99,Sports
SSX Tricky,Sports
Call of Duty: Black Ops 3,Shooter
Twisted Metal III,Action
Harry Potter and the Sorcerers Stone,Action
NBA 2K15,Sports
Crash Bandicoot: The Huge Adventure,Platform
Hitman: Absolution,Action
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,Action
Call of Duty: World at War Final Fronts,Shooter
Madden NFL 2005,Sports
Star Ocean: Till The End of Time,Role-Playing
Call of Duty: Modern Warfare 3,Shooter
Dishonored,Action
Toy Story 2: Buzz Lightyear to the Rescue!,Platform
The Beatles: Rock Band,Misc
Ace Combat 5: The Unsung War,Simulation
Need for Speed Underground,Racing
Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,Misc
Tetris Worlds,Puzzle
Imagine: Teacher,Simulation
Deal or No Deal,Misc
Until Dawn,Adventure
FIFA Soccer 10,Sports
Portal 2,Shooter
Super Puyo Puyo,Puzzle
BioShock Infinite,Shooter
NCAA Football 07,Sports
The Sims 3: Late Night Expansion Pack,Simulation
Ben 10: Protector of Earth,Action
Cabelas Big Game Hunter 2010,Sports
SOCOM 3: U.S. Navy SEALs,Shooter
Sonic Colors,Platform
Jampack Winter 99,Misc
WCW vs. nWo: World Tour,Fighting
Game Party 3,Puzzle
WCW/NWO Thunder,Fighting
Harry Potter and the Sorcerers Stone,Action
Dragon Ball Z: The Legacy of Goku,Role-Playing
Cooking Mama 3: Shop & Chop,Simulation
Need For Speed: Undercover,Racing
Personal Trainer: Math,Puzzle
Resident Evil 4,Action
Sid Meiers Civilization V,Strategy
World Championship Poker: Featuring Howard Lederer - All In,Misc
NFL GameDay 98,Sports
Saints Row 2,Action
Yoshis Cookie,Puzzle
Time Crisis,Shooter
StarCraft II: Heart of the Swarm,Strategy
The Sims: Superstar,Simulation
Metroid Fusion,Action
We Ski,Sports
Star Wars Battlefront: Renegade Squadron,Shooter
SSX 3,Sports
Madden NFL 2001,Sports
Star Wars: Battlefront II,Shooter
Tony Hawks Pro Skater 3,Sports
"Monsters, Inc.",Adventure
Disney's DuckTales,Platform
PGR: Project Gotham Racing 2,Racing
Dragon Age: Origins,Role-Playing
Spy Hunter,Racing
Mario Party 10,Misc
Fight Night Round 3,Fighting
NCAA Football 2004,Sports
LEGO Batman 2: DC Super Heroes,Action
SpongeBob SquarePants: Battle for Bikini Bottom,Platform
Big Beach Sports,Sports
Street Fighter II: Special Champion Edition,Fighting
SSX,Sports
Shaun White Snowboarding: Road Trip,Sports
NBA Ballers,Sports
Saints Row IV,Action
NBA Live 2003,Sports
Far Cry 4,Shooter
Dragon Ball Z: Budokai Tenkaichi,Fighting
Doom (2016),Shooter
Ms. Pac-Man,Puzzle
Kirbys Return to Dreamland,Platform
Mario Party 6,Misc
Super Scope 6,Shooter
Star Wars The Clone Wars: Lightsaber Duels,Action
Need for Speed Carbon,Racing
Heavenly Sword,Action
MySims,Simulation
Dragon Quest V: Tenkuu no Hanayome,Role-Playing
NBA 2K15,Sports
Kirby & the Amazing Mirror,Platform
Army of Two,Shooter
Dig Dug,Puzzle
Ghosts n Goblins,Action
Tom Clancys Rainbow Six,Shooter
Tiger Woods PGA Tour 2003,Sports
NBA Live 06 (All region sales),Sports
Prince of Persia: Warrior Within,Action
ESPN NFL 2K5,Sports
Beyond: Two Souls,Adventure
Pikmin,Strategy
Tiger Woods PGA Tour 2004,Sports
Destiny,Shooter
Call of Duty: Black Ops,Shooter
Ape Escape,Platform
Max Payne 3,Shooter
NCAA Football 2005,Sports
Viva Pinata,Simulation
Tony Hawks American Wasteland (Old all region sales),Sports
LEGO Marvel Super Heroes,Action
Kinectimals,Simulation
Kirby Air Ride,Racing
Sled Storm,Racing
Rock Band,Misc
Dragon Quest IV: Chapters of the Chosen,Role-Playing
NFL Street 2,Sports
Forza Horizon 3,Racing
Yu-Gi-Oh! Duel Monsters,Strategy
Baseball,Sports
Super Mario Strikers,Sports
Buzz! The Music Quiz,Misc
Rage,Shooter
Mario Hoops 3 on 3,Sports
SpongeBos Atlantis SquarePantis,Action
Disney Infinity,Action
Dollar Dash,Action
F-1 World Grand Prix,Racing
River Raid,Shooter
Just Cause 2,Action
Silent Hill,Action
Sonic Heroes,Platform
FIFA 16,Sports
ESPN NBA 2K5,Sports
Diablo,Role-Playing
Far Cry 2,Action
The Legend of Zelda: Twilight Princess,Action
Soul Edge,Fighting
Mario Bros.,Platform
Pokemon Battle Revolution,Role-Playing
Pro Evolution Soccer 2008,Sports
NASCAR 2000,Racing
Kingdom Hearts 3D: Dream Drop Distance,Action
Dance Dance Revolution: Hottest Party 2,Simulation
SoulCalibur IV,Fighting
Jampack Summer 2K,Misc
Sonic Generations,Platform
Spyro 2: Season of Flame,Platform
Donkey Kong Country: Tropical Freeze,Platform
Devil May Cry 4,Action
Watch Dogs,Action
Dead Rising 3,Action
Madden NFL 15,Sports
Pro Evolution Soccer 2010,Sports
NCAA Football 2002,Sports
Guitar Hero: On Tour Decades,Misc
Gears of War: Judgment,Shooter
Conflict: Desert Storm,Shooter
Mario Party 7,Misc
Dragon Quest V: Hand of the Heavenly Bride,Role-Playing
LEGO Harry Potter: Years 1-4,Action
High School Musical 3: Senior Year,Misc
Smugglers Run,Racing
Need for Speed: Most Wanted,Racing
Fight Night Round 3,Fighting
Carnival Games: Mini Golf,Sports
Donkey Kong Classics,Platform
Hannah Montana: Music Jam,Action
Twisted Metal,Action
Pokemon Mystery Dungeon: Explorers of Sky,Role-Playing
Final Fight,Action
LEGO Pirates of the Caribbean: The Video Game,Action
Dragon Quest Monsters 2,Role-Playing
Pokemon Pinball: Ruby & Sapphire,Misc
MySims Kingdom,Simulation
Stuntman,Racing
Wolfenstein: The New Order,Shooter
Tom Clancys Rainbow Six 3,Shooter
007: The World is not Enough,Action
Spider-Man 2: Enter: Electro,Action
Mafia II,Action
Moshi Monsters: Moshling Zoo,Misc
Guitar Hero 5,Misc
Command & Conquer: Tiberian Sun,Strategy
BioShock 2,Shooter
Dark Cloud,Role-Playing
Warcraft III: The Frozen Throne,Strategy
Active Life: Outdoor Challenge,Sports
Tom Clancys Ghost Recon Advanced Warfighter,Shooter
Call of Duty Black Ops: Declassified,Action
Batman: Arkham Knight,Action
Final Fantasy XIV: A Realm Reborn,Role-Playing
MVP Baseball 2005,Sports
Uncharted: Golden Abyss,Shooter
Die Hard Trilogy,Shooter
Go Vacation,Misc
Call of Duty: Black Ops II,Shooter
Pro Evolution Soccer 2013,Sports
Mortal Kombat 3,Fighting
NFL GameDay 99,Sports
LEGO City Undercover,Platform
Dishonored,Action
Mario Golf: Toadstool Tour,Sports
Tiger Woods 99 PGA Tour Golf,Sports
Resident Evil: The Umbrella Chronicles,Action
Knockout Kings,Fighting
The Simpsons Skateboarding,Sports
NASCAR 98,Racing
Xevious,Shooter
F1 Race,Racing
NASCAR 99,Racing
NBA Live 2000,Sports
Fight Night Round 4,Fighting
Super Monkey Ball 2,Puzzle
Pac-Man World 2,Action
Disney Fairies: Tinker Bell,Adventure
MySims Kingdom,Simulation
Puzzle & Dragons,Role-Playing
Dead Space 2,Shooter
Call of Duty: Modern Warfare: Reflex Edition,Shooter
Simpsons Wrestling,Fighting
Mega Man 2,Action
NBA Live 98,Sports
The Simpsons Game,Action
Dragon Quest VII: Warriors of Eden,Role-Playing
The Simpsons Game,Action
Monopoly,Misc
Football Manager 2012,Sports
Ni no Kuni: Wrath of the White Witch,Role-Playing
Call of Duty 3,Shooter
SoulCalibur II,Fighting
Tokyo Xtreme Racer Zero,Racing
NFL Blitz,Sports
Red Faction II,Shooter
Madden NFL 2001,Sports
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki,Platform
WWF No Mercy,Fighting
Ice Climber,Platform
Sonic CD,Platform
Star Wars: The Force Unleashed II,Action
Pac-Man World,Action
Rock Band 2,Misc
Final Fantasy: Crystal Chronicles,Role-Playing
Medal of Honor: Frontline,Shooter
Madden NFL 09,Sports
Dead Rising 2,Action
Banjo-Tooie,Platform
Buzz! The BIG Quiz,Misc
Mafia II,Action
Sonic Rivals 2,Racing
Madden NFL 15,Sports
Dirge of Cerberus: Final Fantasy VII,Shooter
Wario Land II,Platform
WWF WrestleMania 2000,Fighting
Nintendo World Cup,Sports
Bratz: Forever Diamondz,Adventure
Resistance 3,Shooter
Drawn To Life: SpongeBob SquarePants Edition,Adventure
Disney Sing It: Pop Hits,Misc
007: Quantum of Solace,Action
Major League Baseball 2K5,Sports
LEGO Star Wars III: The Clone Wars,Action
Fight Night 2004,Fighting
Tom Clancys Splinter Cell: Pandora Tomorrow,Action
Tom Clancys Ghost Recon: Future Soldier,Shooter
Imagine: Master Chef,Simulation
Mario Golf,Action
Disney Princess,Platform
Fight Night Round 3,Fighting
Disney Infinity,Action
Xenogears,Role-Playing
The SpongeBob SquarePants Movie,Platform
Super Scribblenauts,Puzzle
Midway Arcade Treasures,Misc
Triple Play 99,Sports
Super Monkey Ball,Puzzle
SoulCalibur IV,Fighting
Donkey Kong,Platform
New Play Control! Mario Power Tennis,Sports
Mortal Kombat 4,Fighting
Mario Superstar Baseball,Sports
Wall-E,Platform
WCW vs the World,Fighting
Battlefield: Bad Company,Shooter
Homefront,Shooter
Onimusha 3: Demon Siege,Action
LEGO Battles: Ninjago,Strategy
Red Dead Revolver,Shooter
NBA 2K14,Sports
Resident Evil: Outbreak,Action
Tamagotchi,Simulation
Game de Hakken!! Tamagotchi 2,Simulation
4 Nin uchi Mahjong,Misc
Namco Museum 64,Misc
Dragon Ball Z,Fighting
Mass Effect 2,Role-Playing
Tony Hawks American Wasteland (Weekly american sales),Sports
The House of the Dead 2 & 3 Return,Shooter
Rise of the Tomb Raider,Adventure
SingStar Pop,Misc
Sonic & Sega All-Stars Racing,Racing
Kirby Super Star,Platform
My Word Coach,Misc
Tiger Woods PGA Tour 2005,Sports
NCAA Football 2003,Sports
Star Wars: The Force Unleashed II,Action
Frogger 2: Swampys Revenge,Action
Yoshis New Island,Platform
WWE SmackDown vs Raw 2008,Fighting
Kinect Joy Ride,Racing
Smarty Pants,Misc
SNK vs. Capcom: The Match of the Millennium,Fighting
Disney's DuckTales,Platform
Mortal Kombat X,Fighting
Disney Princess: Magical Jewels,Adventure
Classic NES Series: Super Mario Bros.,Platform
Triple Play 2000,Sports
Mass Effect 3,Role-Playing
Anno 2070,Strategy
Hasbro Family Game Night,Puzzle
Sonic Rivals,Racing
Metal Gear Rising: Revengeance,Action
Tom Clancys Rainbow Six: Siege,Shooter
BioShock,Shooter
Sonics Ultimate Genesis Collection,Misc
Cabelas Big Game Hunter,Sports
NBA Live 06 (Weekly american sales),Sports
SimCity (2013),Simulation
The Legend of Zelda: The Minish Cap,Action
NFL Street,Sports
Pro Yakyuu Family Stadium 87,Sports
Super Metroid,Action
Dead Space 2,Shooter
Medal of Honor: Warfighter,Action
The Sims 3,Simulation
Tiger Woods PGA Tour 09 All-Play,Sports
Resident Evil (Remake),Action
Rayman Raving Rabbids,Misc
Dragon Quest Monsters: Joker 2,Role-Playing
UFC Undisputed 2010,Fighting
LEGO Star Wars: The Video Game,Action
Diablo III,Role-Playing
Disney's The Lion King,Platform
Forza Horizon 2,Racing
Hello Kitty Party,Misc
Knockout Kings 2000,Fighting
Gran Turismo 4 Prologue,Racing
Twisted Metal: Black,Racing
NASCAR 2005: Chase for the Cup,Racing
Fight Night Round 4,Fighting
LEGO Star Wars II: The Original Trilogy,Action
Spider-Man: The Movie,Action
Dead Space,Action
Inazuma Eleven 2,Role-Playing
Need For Speed: Undercover,Racing
LEGO Indiana Jones 2: The Adventure Continues,Action
Ridge Racer,Racing
2Xtreme,Sports
Sonic Advance 3,Platform
Final Fantasy III,Role-Playing
Tomb Raider (2013),Action
Colin McRae Rally 3,Racing
Madden NFL 2002,Sports
LEGO Batman 2: DC Super Heroes,Action
NBA Jam,Sports
Teenage Mutant Ninja Turtles III: The Manhattan Project,Action
Dynasty Warriors 5,Action
Toy Story 3: The Video Game,Action
Ryse: Son of Rome,Action
Hannah Montana: Spotlight World Tour,Action
Injustice: Gods Among Us,Fighting
Far Cry 2,Action
Bravely Default: Flying Fairy,Role-Playing
True Crime: Streets of LA,Action
Paper Mario,Role-Playing
Sonic Generations,Platform
Deus Ex: Human Revolution,Shooter
Duke Nukem: Time to Kill,Shooter
Bakugan: Battle Brawlers,Action
Dave Mirra Freestyle BMX 2,Sports
LEGO Indiana Jones: The Original Adventures,Action
Final Fantasy XII: Revenant Wings,Role-Playing
A Collection of Activision Classic Games for the Atari 2600,Misc
Call of Duty: Black Ops,Shooter
Deus Ex: Human Revolution,Shooter
Star Wars Knights of the Old Republic II: The Sith Lords,Role-Playing
The Sims 2,Simulation
Pocket Monsters Stadium,Strategy
Titanfall,Shooter
Dead Rising 2,Action
The Witcher 3: Wild Hunt,Role-Playing
Ridge Racer 7,Racing
Tom Clancys Ghost Recon 2,Shooter
Need for Speed: The Run,Action
Yokai Watch 3,Action
Crash Bandicoot 2: N-Tranced,Platform
Battlefield 4,Shooter
SingStar Abba,Misc
Dragon Quest III: Soshite Densetsu e...,Role-Playing
Gradius,Shooter
Centipede,Shooter
Dead to Rights,Shooter
Middle-Earth: Shadow of Mordor,Action
WWE 13,Action
Yoshis Woolly World,Platform
Metroid: Other M,Action
Fallout 4,Role-Playing
Gardening Mama,Puzzle
Hasbro Family Game Night 2,Misc
Dance Dance Revolution (Japan),Simulation
Madden NFL 98,Sports
Burnout Paradise,Racing
MotorStorm: Pacific Rift,Racing
Samurai Warriors,Action
The Simpsons: Hit & Run,Racing
SaGa Frontier,Role-Playing
SingStar Party,Misc
FIFA Soccer 08,Sports
FIFA Soccer 09,Sports
Disney Princess: Enchanted Journey,Adventure
FIFA Soccer 08,Sports
Crysis 2,Action
Test Drive,Racing
Devil May Cry 4,Action
Tom Clancys Rainbow Six: Vegas 2,Shooter
NBA 2K15,Sports
Chrono Trigger,Role-Playing
Marvel vs. Capcom 3: Fate of Two Worlds,Fighting
Mortal Kombat 3,Fighting
Doom 3,Shooter
F1 2010,Racing
Monster Hunter Freedom,Role-Playing
Donkey Kong Jungle Beat,Platform
Need for Speed Carbon,Racing
Lost Planet: Extreme Condition,Shooter
Command & Conquer: Red Alert 2,Strategy
Max Payne 2: The Fall of Max Payne,Shooter
Battlefield: Bad Company,Shooter
MVP Baseball 2004,Sports
Ratchet & Clank: Up Your Arsenal (Weekly american sales),Platform
Overwatch,Shooter
Alan Wake,Action
Skylanders SWAP Force,Platform
Spider-Man: The Movie,Action
Tony Hawks Pro Skater,Sports
WWF War Zone,Fighting
The Sims: Bustin Out,Simulation
Triple Play 2001,Sports
Metroid Prime 2: Echoes,Shooter
Corvette,Racing
Dying Light,Action
Assassins Creed III: Liberation,Action
Assassins Creed Syndicate,Action
WWE SmackDown vs Raw 2008,Fighting
Grand Theft Auto: Chinatown Wars,Action
UFC Undisputed 2010,Fighting
World of Warcraft: Wrath of the Lich King,Role-Playing
TOCA 2: Touring Cars,Racing
Gyromite,Puzzle
NFL 2K3,Sports
Fighting Force,Fighting
Petz Wild Animals: Dolphinz,Simulation
Mega Man Battle Network 4: Red Sun / Blue Moon,Role-Playing
LEGO Harry Potter: Years 1-4,Action
Your Shape: Fitness Evolved,Sports
Need for Speed Underground Rivals,Racing
The Elder Scrolls Online,Role-Playing
Rise of the Tomb Raider,Adventure
Madden NFL 97,Sports
The ICO & Shadow of the Colossus Collection,Adventure
TNN Motor Sports Hardcore 4x4,Racing
Pokemon Super Mystery Dungeon,Role-Playing
Far Cry 4,Shooter
MAG: Massive Action Game,Shooter
Rage,Shooter
IHRA Drag Racing 2,Racing
Madagascar,Platform
Rugrats Studio Tour,Adventure
